ensembl_gene_id	logFC	logCPM	PValue	FDR	external_gene_name	description
ENSG00000131697	-0.166276235949805	5.42825516666987	0.651478197336437	1	NPHP4	nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]
ENSG00000069424	0.235066200094427	2.99257984222127	0.600715471948743	1	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
ENSG00000116251	-0.142905286625362	7.26777131479271	0.665949374158022	1	RPL22	ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]
ENSG00000116237	-0.726704975608223	6.97444896867536	0.00263420776376279	0.138388335940134	ICMT	isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]
ENSG00000173673	-2.77639969762079	2.95063080013479	0.00830872432175824	0.294067857784239	HES3	hes family bHLH transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:26226]
ENSG00000158292	-1.0991431063994	5.68555335187069	0.00124086345521403	0.0825725692586315	GPR153	G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618]
ENSG00000097021	-0.171856560900491	6.17539989182236	0.543154303803882	1	ACOT7	acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]
ENSG00000215788	-0.213172067151256	2.57314443094288	0.771208801509305	1	TNFRSF25	TNF receptor superfamily member 25 [Source:HGNC Symbol;Acc:HGNC:11910]
ENSG00000171680	-0.0789124097805666	4.57302977770424	0.860885599550939	1	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105]
ENSG00000162408	-0.422048933126081	6.39512402914336	0.058387229885734	0.772282601144071	NOL9	nucleolar protein 9 [Source:HGNC Symbol;Acc:HGNC:26265]
ENSG00000204859	-0.0339202696395113	4.3258102954797	0.956633476043842	1	ZBTB48	zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]
ENSG00000162413	-0.481718151355761	5.18487617541385	0.0871176003131377	0.892906503406657	KLHL21	kelch like family member 21 [Source:HGNC Symbol;Acc:HGNC:29041]
ENSG00000116273	-0.119685356024985	5.55093866674679	0.667885564940854	1	PHF13	PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]
ENSG00000041988	0.415545389517922	4.46280677482406	0.201947388799425	1	THAP3	THAP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20855]
ENSG00000007923	-0.319540390659155	6.10091084692765	0.184327259720977	1	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]
ENSG00000171735	-0.00394232152416187	5.76545531230225	0.988928383823051	1	CAMTA1	calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]
ENSG00000049245	0.33254662274916	5.77162053988264	0.349732942354306	1	VAMP3	vesicle associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:12644]
ENSG00000049246	0.38918771752204	2.70488402244881	0.567808308274362	1	PER3	period circadian regulator 3 [Source:HGNC Symbol;Acc:HGNC:8847]
ENSG00000116288	0.129583236184989	7.1274234322339	0.514458707539584	1	PARK7	Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]
ENSG00000116285	-0.30861371691437	5.27191943964895	0.466559116842219	1	ERRFI1	ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]
ENSG00000142599	0.236844932903743	7.07284980665767	0.432112118163822	1	RERE	arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965]
ENSG00000074800	0.215096297070591	10.3674896032927	0.293044727607582	1	ENO1	enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]
ENSG00000180758	-0.225802716031997	2.58523773526551	0.698890760957137	1	GPR157	G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687]
ENSG00000228526	-0.151391396370608	4.73346937114889	0.735109206965436	1	MIR34AHG	MIR34A host gene [Source:HGNC Symbol;Acc:HGNC:51913]
ENSG00000049239	0.586840964202883	6.22067468634885	0.020297746159689	0.482005914337372	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]
ENSG00000171612	-0.0772236152994909	5.19578791170154	0.824622906980928	1	SLC25A33	solute carrier family 25 member 33 [Source:HGNC Symbol;Acc:HGNC:29681]
ENSG00000188807	-0.20673696908977	5.35711728033908	0.490191219064821	1	TMEM201	transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719]
ENSG00000171608	1.25465224124345	2.5818998533851	0.0162113219589449	0.442876651758104	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]
ENSG00000171603	-0.0322967621314184	7.8231091312305	0.887556578145076	1	CLSTN1	calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]
ENSG00000178585	0.141512385508161	5.64514587041765	0.581529743059378	1	CTNNBIP1	catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]
ENSG00000162441	-0.046676036247959	5.42856524276911	0.888757806629115	1	LZIC	leucine zipper and CTNNBIP1 domain containing [Source:HGNC Symbol;Acc:HGNC:17497]
ENSG00000173614	0.325957649007755	3.92832023986863	0.395043325775036	1	NMNAT1	nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17877]
ENSG00000130939	-0.0539254278029473	7.11988287924343	0.847912596733072	1	UBE4B	ubiquitination factor E4B [Source:HGNC Symbol;Acc:HGNC:12500]
ENSG00000054523	0.00886249193445479	9.78266055444319	0.94744147324756	1	KIF1B	kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]
ENSG00000284735	-0.257533643041809	2.96154333567432	0.680222570468222	1	AL139424.3	novel transcript
ENSG00000284642	-0.371433698168722	2.98100536463188	0.55447393723517	1	AL139424.2	novel transcript
ENSG00000142657	-0.250727894265208	8.72605856151356	0.305045490149507	1	PGD	phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891]
ENSG00000160049	0.119558829851858	6.71246096645718	0.574877703465199	1	DFFA	DNA fragmentation factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2772]
ENSG00000142655	-0.126895328585883	4.5631742948325	0.724659710464308	1	PEX14	peroxisomal biogenesis factor 14 [Source:HGNC Symbol;Acc:HGNC:8856]
ENSG00000130940	-0.333523914723856	2.99464968099994	0.868908314990605	1	CASZ1	castor zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:26002]
ENSG00000120948	-0.0328089638746003	6.35066296344858	0.906095741889241	1	TARDBP	TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]
ENSG00000009724	-0.497879131373232	2.35372755832962	0.376832785993135	1	MASP2	mannan binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6902]
ENSG00000116649	-0.118292259344449	5.43205965195688	0.670188576034313	1	SRM	spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]
ENSG00000171824	-0.210443426675973	6.63642727918451	0.348904406202629	1	EXOSC10	exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]
ENSG00000198793	-0.091641754141508	8.0215915065062	0.65932971450951	1	MTOR	mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942]
ENSG00000120942	-0.0240252042420289	4.80029267522607	0.966153816838151	1	UBIAD1	UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30791]
ENSG00000204624	0.362740246779152	4.27783190686482	0.332631208994235	1	DISP3	dispatched RND transporter family member 3 [Source:HGNC Symbol;Acc:HGNC:29251]
ENSG00000132879	0.0313516564759279	3.95611010185629	0.903774349539199	1	FBXO44	F-box protein 44 [Source:HGNC Symbol;Acc:HGNC:24847]
ENSG00000116670	0.183440231780806	6.34119430130398	0.454348621619057	1	MAD2L2	mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]
ENSG00000162490	-0.626973444516522	7.96500714593468	0.0709816114114288	0.838479034996148	DRAXIN	dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054]
ENSG00000177674	0.219973243169511	4.75514742691831	0.427811876575007	1	AGTRAP	angiotensin II receptor associated protein [Source:HGNC Symbol;Acc:HGNC:13539]
ENSG00000177000	0.0869287912102415	5.36210233945885	0.712461679839053	1	MTHFR	methylenetetrahydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:7436]
ENSG00000011021	-0.113096902388279	5.85137017844917	0.712918984229117	1	CLCN6	chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]
ENSG00000285646	-1.84205030972293	2.91518054763684	0.00332003401600064	0.164327964643205	AL021155.5	novel transcript
ENSG00000116685	0.113490489334565	5.73250490337139	0.637074797443846	1	KIAA2013	KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513]
ENSG00000083444	0.271145755507702	5.584459472445	0.247658469552834	1	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]
ENSG00000116688	0.140747489788686	7.23557079434009	0.485209571701884	1	MFN2	mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]
ENSG00000116691	0.077859813693682	5.41946145399715	0.74649142689045	1	MIIP	migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]
ENSG00000028137	-0.383446302470168	3.92361982035238	0.616364823062806	1	TNFRSF1B	TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]
ENSG00000048707	-0.282319923165014	7.06063086782051	0.203860351314407	1	VPS13D	vacuolar protein sorting 13 homolog D [Source:HGNC Symbol;Acc:HGNC:23595]
ENSG00000162496	-2.86823046699244	3.80679761482151	0.0322847444939759	0.598880293493652	DHRS3	dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]
ENSG00000162493	-0.753101562004912	7.25111220549775	0.00638614047865464	0.252031494321849	PDPN	podoplanin [Source:HGNC Symbol;Acc:HGNC:29602]
ENSG00000116731	-0.242269419735655	6.2912966935916	0.394750355429298	1	PRDM2	PR/SET domain 2 [Source:HGNC Symbol;Acc:HGNC:9347]
ENSG00000189337	-0.163168625499398	3.86300367451376	0.778057519551108	1	KAZN	kazrin, periplakin interacting protein [Source:HGNC Symbol;Acc:HGNC:29173]
ENSG00000171729	-1.84971837583045	3.58399438305721	0.0290537664822754	0.575216553594536	TMEM51	transmembrane protein 51 [Source:HGNC Symbol;Acc:HGNC:25488]
ENSG00000142621	-2.54382303775591	3.41785847491043	0.028720991441086	0.571461852959017	FHAD1	forkhead associated phosphopeptide binding domain 1 [Source:HGNC Symbol;Acc:HGNC:29408]
ENSG00000142634	-0.529246344976757	4.99087876661473	0.301359167973263	1	EFHD2	EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670]
ENSG00000132906	-0.660425357351436	3.70039226734594	0.182015226559588	1	CASP9	caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]
ENSG00000116138	0.17417745952535	5.22412421665124	0.492972623408941	1	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16 [Source:HGNC Symbol;Acc:HGNC:29157]
ENSG00000197312	-0.0471645175000501	6.21207537902198	0.863386691770062	1	DDI2	DNA damage inducible 1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:24578]
ENSG00000116786	0.0668715184673883	6.47152238196652	0.750398161737472	1	PLEKHM2	pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131]
ENSG00000162458	1.16285124038776	3.2896252421818	0.00833117990676	0.294067857784239	FBLIM1	filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686]
ENSG00000233954	0.107243698880878	3.08635840101453	0.779719205999956	1	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like [Source:HGNC Symbol;Acc:HGNC:51714]
ENSG00000179743	-0.161629270557511	3.70720914153465	0.744756003984351	1	AL450998.2	novel transcript
ENSG00000065526	-0.116326782821496	7.64884304193349	0.702435526108771	1	SPEN	spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]
ENSG00000116809	-0.0911345471063807	5.55937948195449	0.747262274101053	1	ZBTB17	zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]
ENSG00000142627	0.175756540420756	7.26992829187775	0.630824000997323	1	EPHA2	EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]
ENSG00000142632	-0.198105566240177	2.23233224791622	0.77849962457665	1	ARHGEF19	Rho guanine nucleotide exchange factor 19 [Source:HGNC Symbol;Acc:HGNC:26604]
ENSG00000132881	0.2851840531191	1.91972142179172	0.555044543044708	1	CPLANE2	ciliogenesis and planar polarity effector 2 [Source:HGNC Symbol;Acc:HGNC:28127]
ENSG00000037637	0.121155814553134	5.79267616549646	0.625815995894035	1	FBXO42	F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]
ENSG00000055070	-0.0115553139785659	6.83125189238867	0.979126623188224	1	SZRD1	SUZ RNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30232]
ENSG00000157191	0.0121559966412544	5.19346729705651	0.940122069542285	1	NECAP2	NECAP endocytosis associated 2 [Source:HGNC Symbol;Acc:HGNC:25528]
ENSG00000080947	-0.509300488047398	3.789355918572	0.316100326382916	1	CROCCP3	CROCC pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:29405]
ENSG00000219481	-0.617822242429244	7.40360173719534	0.0270250361924983	0.555537222404851	NBPF1	NBPF member 1 [Source:HGNC Symbol;Acc:HGNC:26088]
ENSG00000215908	-0.303736590635211	5.20762808942741	0.443775996558192	1	CROCCP2	CROCC pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:28170]
ENSG00000058453	0.291107638383827	6.72482927446475	0.170144808759053	1	CROCC	ciliary rootlet coiled-coil, rootletin [Source:HGNC Symbol;Acc:HGNC:21299]
ENSG00000117122	0.172402365031138	4.91708659614303	0.582298598393557	1	MFAP2	microfibril associated protein 2 [Source:HGNC Symbol;Acc:HGNC:7033]
ENSG00000159363	0.141257095389213	5.8530205428059	0.529273995794196	1	ATP13A2	ATPase cation transporting 13A2 [Source:HGNC Symbol;Acc:HGNC:30213]
ENSG00000117118	0.258717321813167	5.26046990419276	0.300449486360324	1	SDHB	succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]
ENSG00000179051	0.173571477953039	7.94516388563814	0.3750032591385	1	RCC2	regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]
ENSG00000074964	-0.103512081746478	5.65507879297269	0.71238163572881	1	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]
ENSG00000009709	-2.62035506256639	5.68615979210468	2.06542048697659e-05	0.00343605647125078	PAX7	paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]
ENSG00000159423	0.477552752657319	3.40395371064253	0.275349087022527	1	ALDH4A1	aldehyde dehydrogenase 4 family member A1 [Source:HGNC Symbol;Acc:HGNC:406]
ENSG00000169991	-0.229504800031272	3.95825355635042	0.65956241458484	1	IFFO2	intermediate filament family orphan 2 [Source:HGNC Symbol;Acc:HGNC:27006]
ENSG00000127481	-0.19752476005226	8.95141723935543	0.536258487607928	1	UBR4	ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313]
ENSG00000127463	-0.096721793099645	6.79953680614291	0.661162549016153	1	EMC1	ER membrane protein complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28957]
ENSG00000053372	-0.250944267414786	6.0693773437367	0.301085477081303	1	MRTO4	MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]
ENSG00000053371	-0.201485237861572	5.68946206848126	0.423048145717336	1	AKR7A2	aldo-keto reductase family 7 member A2 [Source:HGNC Symbol;Acc:HGNC:389]
ENSG00000040487	-0.270987744598071	4.37982346047231	0.462284761248972	1	SLC66A1	solute carrier family 66 member 1 [Source:HGNC Symbol;Acc:HGNC:26001]
ENSG00000077549	-0.0100439580635162	6.90174971835982	0.985121621026546	1	CAPZB	capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491]
ENSG00000173436	0.127509236133968	3.2450514374898	0.742997247634434	1	MICOS10	mitochondrial contact site and cristae organizing system subunit 10 [Source:HGNC Symbol;Acc:HGNC:32068]
ENSG00000169914	-0.0835267555837441	5.5707035537758	0.782340119844241	1	OTUD3	OTU deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:29038]
ENSG00000162545	0.0833152307589536	4.10544453845063	0.830425951661192	1	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:24190]
ENSG00000090432	0.242517726591242	4.93787107967579	0.362640503379646	1	MUL1	mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:25762]
ENSG00000158828	0.260653170561088	2.8855909428118	0.547953861368457	1	PINK1	PTEN induced kinase 1 [Source:HGNC Symbol;Acc:HGNC:14581]
ENSG00000244038	0.00740755415172351	7.18543284446267	0.953465920587611	1	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:2728]
ENSG00000117245	0.234811604878925	3.63393665904851	0.55655057577489	1	KIF17	kinesin family member 17 [Source:HGNC Symbol;Acc:HGNC:19167]
ENSG00000189410	-0.0936225988201335	4.18595198052898	0.84463755656275	1	SH2D5	SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819]
ENSG00000127483	-0.165079845718141	8.20192547912523	0.418866038183816	1	HP1BP3	heterochromatin protein 1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24973]
ENSG00000075151	-0.159639068134271	7.85658501177374	0.442726787264823	1	EIF4G3	eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]
